"uncertainty","timepoint","stock","stock_type"
0.272473891417239,3,"PLD","consumer staples"
0.467448844215293,3,"REG","communication services"
0.636109350302796,3,"PPG","utilities"
0.431293511693911,3,"VMC","real estate"
0.476697161306967,3,"IP","materials"
0.447762333841957,4,"PSX","health care"
0.438492083726358,4,"PFE","industrials"
0.390222020017709,4,"JNJ","information tech"
0.161276195738687,4,"DE","financials"
0.571052612301326,4,"DAL","energy"
0.461067447807677,4,"EFX","consumer discretionary"
0.291411639230745,4,"ACN","consumer staples"
0.0987506012386712,4,"NVDA","communication services"
0.298724990638281,4,"MSFT","utilities"
0.438456798352286,4,"NDAQ","real estate"
0.336930210960367,4,"MS","materials"
0.283284231919328,4,"PNC","health care"
0.606221566000158,4,"WMB","industrials"
0.465578593348686,4,"HAL","information tech"
0.625932371684706,4,"XOM","financials"
0.210617299379233,4,"MCD","energy"
0.5486812432401,4,"NKE","consumer discretionary"
0.585389139499601,4,"SBUX","consumer staples"
0.354353461405919,4,"WMT","communication services"
0.479109869619415,4,"PEP","utilities"
0.324022051519674,4,"SYY","real estate"
0.508947801294534,4,"VZ","materials"
0.2271520563222,4,"NFLX","health care"
0.59608696244825,4,"DIS","industrials"
0.340939553351088,4,"PNW","information tech"
0.341515868186707,4,"XEL","financials"
0.41327454031868,4,"PEG","energy"
0.452208289602003,4,"PSA","consumer discretionary"
0.272959742733111,4,"PLD","consumer staples"
0.471189939453578,4,"REG","communication services"
0.642432653742603,4,"PPG","utilities"
0.434123033759327,4,"VMC","real estate"
0.476631101376499,4,"IP","materials"
0.449140432086268,5,"PSX","health care"
0.443568081945307,5,"PFE","industrials"
0.38849676481565,5,"JNJ","information tech"
0.16492046735745,5,"DE","financials"
0.574330677101699,5,"DAL","energy"
0.459249423047807,5,"EFX","consumer discretionary"
0.287364887199503,5,"ACN","consumer staples"
0.099719563437047,5,"NVDA","communication services"
0.294180478522202,5,"MSFT","utilities"
0.446989002234228,5,"NDAQ","real estate"
0.340513525261545,5,"MS","materials"
0.287463765225385,5,"PNC","health care"
0.608641088638337,5,"WMB","industrials"
0.462368741620522,5,"HAL","information tech"
0.617644263902411,5,"XOM","financials"
0.206414003586002,5,"MCD","energy"
0.550849398825939,5,"NKE","consumer discretionary"
0.584091806274973,5,"SBUX","consumer staples"
0.355012668855494,5,"WMT","communication services"
0.483154950121082,5,"PEP","utilities"
0.321703928692682,5,"SYY","real estate"
0.509988399862649,5,"VZ","materials"
0.227439578911525,5,"NFLX","health care"
0.58875578317057,5,"DIS","industrials"
0.345402155850611,5,"PNW","information tech"
0.338478273597825,5,"XEL","financials"
0.413170781141086,5,"PEG","energy"
0.448001075760782,5,"PSA","consumer discretionary"
0.270930510207631,5,"PLD","consumer staples"
0.4736667496031,5,"REG","communication services"
0.641014367679968,5,"PPG","utilities"
0.439712501031274,5,"VMC","real estate"
0.478573895570751,5,"IP","materials"
0.445181279271353,6,"PSX","health care"
0.440752829065853,6,"PFE","industrials"
0.388240969441457,6,"JNJ","information tech"
0.16523971347598,6,"DE","financials"
0.576718102566191,6,"DAL","energy"
0.461492568350798,6,"EFX","consumer discretionary"
0.288748975149066,6,"ACN","consumer staples"
0.0998278449647967,6,"NVDA","communication services"
0.295961711728414,6,"MSFT","utilities"
0.440566193114092,6,"NDAQ","real estate"
0.338570522532139,6,"MS","materials"
0.285436634605109,6,"PNC","health care"
0.607470018310188,6,"WMB","industrials"
0.460978154224704,6,"HAL","information tech"
0.623894908143745,6,"XOM","financials"
0.207421234717741,6,"MCD","energy"
0.54930350155172,6,"NKE","consumer discretionary"
0.585870562970015,6,"SBUX","consumer staples"
0.356077503808888,6,"WMT","communication services"
0.481323042266496,6,"PEP","utilities"
0.322802775788366,6,"SYY","real estate"
0.507532465694743,6,"VZ","materials"
0.226776910318683,6,"NFLX","health care"
0.588098545180412,6,"DIS","industrials"
0.340626378774915,6,"PNW","information tech"
0.340473149832024,6,"XEL","financials"
0.421715931876899,6,"PEG","energy"
0.446292548748989,6,"PSA","consumer discretionary"
0.273894390241176,6,"PLD","consumer staples"
0.475164012098914,6,"REG","communication services"
0.636130641153634,6,"PPG","utilities"
0.446281561349683,6,"VMC","real estate"
0.478374175555492,6,"IP","materials"
0.446359911956374,7,"PSX","health care"
0.439241012928336,7,"PFE","industrials"
0.395185860179392,7,"JNJ","information tech"
0.164314208269595,7,"DE","financials"
0.576762788564479,7,"DAL","energy"
0.462792977706747,7,"EFX","consumer discretionary"
0.288740559465937,7,"ACN","consumer staples"
0.10069460072215,7,"NVDA","communication services"
0.296073348144204,7,"MSFT","utilities"
0.441977620748018,7,"NDAQ","real estate"
0.341568265123475,7,"MS","materials"
0.287521267204367,7,"PNC","health care"
0.60479599350405,7,"WMB","industrials"
0.472493863577021,7,"HAL","information tech"
0.626600536306388,7,"XOM","financials"
0.212799105693075,7,"MCD","energy"
0.550804645246249,7,"NKE","consumer discretionary"
0.588515952389673,7,"SBUX","consumer staples"
0.353988040564451,7,"WMT","communication services"
0.478621622231534,7,"PEP","utilities"
0.321461423445949,7,"SYY","real estate"
0.507784389763421,7,"VZ","materials"
0.22720953660621,7,"NFLX","health care"
0.591588088027213,7,"DIS","industrials"
0.344139093999491,7,"PNW","information tech"
0.341378182482139,7,"XEL","financials"
0.418061755821062,7,"PEG","energy"
0.446626600052126,7,"PSA","consumer discretionary"
0.274285601861197,7,"PLD","consumer staples"
0.468479539622387,7,"REG","communication services"
0.634394904307994,7,"PPG","utilities"
0.435554306297259,7,"VMC","real estate"
0.477886791651415,7,"IP","materials"
0.442683950894351,8,"PSX","health care"
0.44008404020122,8,"PFE","industrials"
0.392079467441991,8,"JNJ","information tech"
0.165445092832934,8,"DE","financials"
0.576416332539297,8,"DAL","energy"
0.465596093771592,8,"EFX","consumer discretionary"
0.288758618161075,8,"ACN","consumer staples"
0.101836058423981,8,"NVDA","communication services"
0.298381236784809,8,"MSFT","utilities"
0.448761602213557,8,"NDAQ","real estate"
0.33739786970393,8,"MS","materials"
0.287384915910168,8,"PNC","health care"
0.614164484589953,8,"WMB","industrials"
0.466833909278181,8,"HAL","information tech"
0.62265427294535,8,"XOM","financials"
0.207769221574537,8,"MCD","energy"
0.546267160934547,8,"NKE","consumer discretionary"
0.581812106926113,8,"SBUX","consumer staples"
0.356963557793465,8,"WMT","communication services"
0.482507719910075,8,"PEP","utilities"
0.327538486963515,8,"SYY","real estate"
0.511944592972845,8,"VZ","materials"
0.227992767566584,8,"NFLX","health care"
0.595087694813201,8,"DIS","industrials"
0.344005047786885,8,"PNW","information tech"
0.339504243423693,8,"XEL","financials"
0.416179104190916,8,"PEG","energy"
0.448902428179204,8,"PSA","consumer discretionary"
0.275834486244342,8,"PLD","consumer staples"
0.476367347222966,8,"REG","communication services"
0.639699571368571,8,"PPG","utilities"
0.43584647742126,8,"VMC","real estate"
0.479933903798957,8,"IP","materials"
0.450376142256499,9,"PSX","health care"
0.438136725224132,9,"PFE","industrials"
0.391814626473399,9,"JNJ","information tech"
0.164577506942796,9,"DE","financials"
0.581801046785836,9,"DAL","energy"
0.460999097325086,9,"EFX","consumer discretionary"
0.293154978066604,9,"ACN","consumer staples"
0.102940717896792,9,"NVDA","communication services"
0.298979637878148,9,"MSFT","utilities"
0.446721294871736,9,"NDAQ","real estate"
0.343380024933549,9,"MS","materials"
0.28872280899645,9,"PNC","health care"
0.605945959543677,9,"WMB","industrials"
0.466771079141812,9,"HAL","information tech"
0.622912744348442,9,"XOM","financials"
0.205506141541394,9,"MCD","energy"
0.553182879268995,9,"NKE","consumer discretionary"
0.593163035475789,9,"SBUX","consumer staples"
0.355210075668311,9,"WMT","communication services"
0.479610767763315,9,"PEP","utilities"
0.325050032344523,9,"SYY","real estate"
0.507209673430434,9,"VZ","materials"
0.228319831359331,9,"NFLX","health care"
0.59187237499202,9,"DIS","industrials"
0.348661542585289,9,"PNW","information tech"
0.341140323987431,9,"XEL","financials"
0.416065665456604,9,"PEG","energy"
0.444840731808834,9,"PSA","consumer discretionary"
0.272642216580053,9,"PLD","consumer staples"
0.469906215006747,9,"REG","communication services"
0.643370382244367,9,"PPG","utilities"
0.439610387501295,9,"VMC","real estate"
0.477641356082207,9,"IP","materials"
0.44967235513327,10,"PSX","health care"
0.43722658069993,10,"PFE","industrials"
0.391122944100621,10,"JNJ","information tech"
0.164630005603804,10,"DE","financials"
0.573100072959892,10,"DAL","energy"
0.459453179701829,10,"EFX","consumer discretionary"
0.291723257649954,10,"ACN","consumer staples"
0.102854654453997,10,"NVDA","communication services"
0.296342314251829,10,"MSFT","utilities"
0.447367113796224,10,"NDAQ","real estate"
0.342083678871171,10,"MS","materials"
0.287830770715066,10,"PNC","health care"
0.603774989109844,10,"WMB","industrials"
0.466649366075047,10,"HAL","information tech"
0.617207214932016,10,"XOM","financials"
0.209145653672348,10,"MCD","energy"
0.555648457731947,10,"NKE","consumer discretionary"
0.587497052883619,10,"SBUX","consumer staples"
0.354298220657506,10,"WMT","communication services"
0.4786097174156,10,"PEP","utilities"
0.322744940178663,10,"SYY","real estate"
0.508545042353239,10,"VZ","materials"
0.227660694074053,10,"NFLX","health care"
0.596624109432911,10,"DIS","industrials"
0.348610211552823,10,"PNW","information tech"
0.340799799164732,10,"XEL","financials"
0.413281835647986,10,"PEG","energy"
0.448135868795605,10,"PSA","consumer discretionary"
0.274334636209753,10,"PLD","consumer staples"
0.476583019576619,10,"REG","communication services"
0.639195494776639,10,"PPG","utilities"
0.440673737660283,10,"VMC","real estate"
0.477443152418746,10,"IP","materials"
0.447456280548718,11,"PSX","health care"
0.443535872928073,11,"PFE","industrials"
0.392723956318953,11,"JNJ","information tech"
0.164881471409314,11,"DE","financials"
0.573955399296412,11,"DAL","energy"
0.466903281878642,11,"EFX","consumer discretionary"
0.293797061112498,11,"ACN","consumer staples"
0.104066294688526,11,"NVDA","communication services"
0.299229176312398,11,"MSFT","utilities"
0.448298424774091,11,"NDAQ","real estate"
0.340217395556784,11,"MS","materials"
0.289427263006367,11,"PNC","health care"
0.603577732075901,11,"WMB","industrials"
0.467826132009522,11,"HAL","information tech"
0.623823859025893,11,"XOM","financials"
0.206980885563104,11,"MCD","energy"
0.549966264791644,11,"NKE","consumer discretionary"
0.589249300102319,11,"SBUX","consumer staples"
0.354522094893048,11,"WMT","communication services"
0.480548959132145,11,"PEP","utilities"
0.327558255515726,11,"SYY","real estate"
0.510815494088248,11,"VZ","materials"
0.227521340913314,11,"NFLX","health care"
0.592453426570412,11,"DIS","industrials"
0.348078080633722,11,"PNW","information tech"
0.340267885969062,11,"XEL","financials"
0.416975906803525,11,"PEG","energy"
0.445212871735165,11,"PSA","consumer discretionary"
0.276154840318298,11,"PLD","consumer staples"
0.463237955163167,11,"REG","communication services"
0.638544319999729,11,"PPG","utilities"
0.444222696189198,11,"VMC","real estate"
0.479563759708547,11,"IP","materials"
0.450267754597315,12,"PSX","health care"
0.438609514547395,12,"PFE","industrials"
0.392259476113553,12,"JNJ","information tech"
0.165356483656668,12,"DE","financials"
0.573416411892083,12,"DAL","energy"
0.462358059241529,12,"EFX","consumer discretionary"
0.29244435284264,12,"ACN","consumer staples"
0.1022709596251,12,"NVDA","communication services"
0.297111951690235,12,"MSFT","utilities"
0.450528256047139,12,"NDAQ","real estate"
0.344476033314199,12,"MS","materials"
0.289278640855898,12,"PNC","health care"
0.601723270282214,12,"WMB","industrials"
0.463986166930828,12,"HAL","information tech"
0.620959226070297,12,"XOM","financials"
0.208232627391112,12,"MCD","energy"
0.551185839295734,12,"NKE","consumer discretionary"
0.583279373831544,12,"SBUX","consumer staples"
0.356133433514427,12,"WMT","communication services"
0.481331239677122,12,"PEP","utilities"
0.327262683645638,12,"SYY","real estate"
0.510289022750302,12,"VZ","materials"
0.228522698100555,12,"NFLX","health care"
0.595977371497438,12,"DIS","industrials"
0.344656957077608,12,"PNW","information tech"
0.34230115182173,12,"XEL","financials"
0.416450633639893,12,"PEG","energy"
0.445559507858661,12,"PSA","consumer discretionary"
0.276093171393929,12,"PLD","consumer staples"
0.476588287400343,12,"REG","communication services"
0.637129824704241,12,"PPG","utilities"
0.438854652060701,12,"VMC","real estate"
0.476648025950006,12,"IP","materials"
0.446792935723907,13,"PSX","health care"
0.436863840936251,13,"PFE","industrials"
0.394811591137508,13,"JNJ","information tech"
0.165486936585503,13,"DE","financials"
0.572389486124668,13,"DAL","energy"
0.465249257509254,13,"EFX","consumer discretionary"
0.294922497946589,13,"ACN","consumer staples"
0.105604182897903,13,"NVDA","communication services"
0.298865724215836,13,"MSFT","utilities"
0.450696929022433,13,"NDAQ","real estate"
0.340871476665907,13,"MS","materials"
0.290384793572516,13,"PNC","health care"
0.609578425954257,13,"WMB","industrials"
0.465801587476997,13,"HAL","information tech"
0.622389510481082,13,"XOM","financials"
0.20876927831429,13,"MCD","energy"
0.547776233031162,13,"NKE","consumer discretionary"
0.585394576826066,13,"SBUX","consumer staples"
0.354394768570148,13,"WMT","communication services"
0.4814518183542,13,"PEP","utilities"
0.323786516844135,13,"SYY","real estate"
0.505910171895699,13,"VZ","materials"
0.229877724042819,13,"NFLX","health care"
0.594678189517476,13,"DIS","industrials"
0.348033265911595,13,"PNW","information tech"
0.340802962335481,13,"XEL","financials"
0.41651179596699,13,"PEG","energy"
0.451303261354198,13,"PSA","consumer discretionary"
0.279250914128645,13,"PLD","consumer staples"
0.464217691936648,13,"REG","communication services"
0.634881265853337,13,"PPG","utilities"
0.439049034463828,13,"VMC","real estate"
0.479387623736157,13,"IP","materials"
0.447504883645322,14,"PSX","health care"
0.437574359581083,14,"PFE","industrials"
0.394608131680411,14,"JNJ","information tech"
0.166229043875579,14,"DE","financials"
0.57878108874802,14,"DAL","energy"
0.464154977892787,14,"EFX","consumer discretionary"
0.290028842939833,14,"ACN","consumer staples"
0.103848256637838,14,"NVDA","communication services"
0.298969443587038,14,"MSFT","utilities"
0.451183729927035,14,"NDAQ","real estate"
0.343225072379824,14,"MS","materials"
0.293178953439128,14,"PNC","health care"
0.602859705863394,14,"WMB","industrials"
0.463928337903862,14,"HAL","information tech"
0.620393537671493,14,"XOM","financials"
0.208298221581856,14,"MCD","energy"
0.554534342639626,14,"NKE","consumer discretionary"
0.589311162511008,14,"SBUX","consumer staples"
0.353660992434306,14,"WMT","communication services"
0.479432516125775,14,"PEP","utilities"
0.328307618452181,14,"SYY","real estate"
0.510726608162224,14,"VZ","materials"
0.229689684394219,14,"NFLX","health care"
0.593739839398141,14,"DIS","industrials"
0.347612990628237,14,"PNW","information tech"
0.341215803678632,14,"XEL","financials"
0.416777712413606,14,"PEG","energy"
0.441389045562947,14,"PSA","consumer discretionary"
0.278792163323266,14,"PLD","consumer staples"
0.474377708977504,14,"REG","communication services"
0.636245531603785,14,"PPG","utilities"
0.439482860611715,14,"VMC","real estate"
0.483712161318079,14,"IP","materials"
0.451271388201725,15,"PSX","health care"
0.440157538845419,15,"PFE","industrials"
0.393587674848797,15,"JNJ","information tech"
0.167617441953053,15,"DE","financials"
0.576528264473247,15,"DAL","energy"
0.46953977218519,15,"EFX","consumer discretionary"
0.293901185802828,15,"ACN","consumer staples"
0.104613468887121,15,"NVDA","communication services"
0.302290166151693,15,"MSFT","utilities"
0.447326086471755,15,"NDAQ","real estate"
0.347279430876479,15,"MS","materials"
0.29229619639763,15,"PNC","health care"
0.607619716641557,15,"WMB","industrials"
0.465724212742391,15,"HAL","information tech"
0.62180246754542,15,"XOM","financials"
0.211487863817748,15,"MCD","energy"
0.551191727064696,15,"NKE","consumer discretionary"
0.586509788176189,15,"SBUX","consumer staples"
0.355247146299159,15,"WMT","communication services"
0.480867202074142,15,"PEP","utilities"
0.331282759494032,15,"SYY","real estate"
0.508033183540883,15,"VZ","materials"
0.230361726269874,15,"NFLX","health care"
0.591398313510124,15,"DIS","industrials"
0.344995858676264,15,"PNW","information tech"
0.344544984024672,15,"XEL","financials"
0.414869283621878,15,"PEG","energy"
0.450212762638961,15,"PSA","consumer discretionary"
0.274711013286988,15,"PLD","consumer staples"
0.477766373896498,15,"REG","communication services"
0.636526950233871,15,"PPG","utilities"
0.445684064136846,15,"VMC","real estate"
0.478862790977863,15,"IP","materials"
0.444965898370966,16,"PSX","health care"
0.434768415432338,16,"PFE","industrials"
0.393445159552596,16,"JNJ","information tech"
0.166389011693646,16,"DE","financials"
0.577209211565616,16,"DAL","energy"
0.469999815297979,16,"EFX","consumer discretionary"
0.291969237878276,16,"ACN","consumer staples"
0.110695873665527,16,"NVDA","communication services"
0.299132319286759,16,"MSFT","utilities"
0.452857324423947,16,"NDAQ","real estate"
0.342513334217079,16,"MS","materials"
0.2909001855569,16,"PNC","health care"
0.602681059406869,16,"WMB","industrials"
0.464803839015129,16,"HAL","information tech"
0.623621666581901,16,"XOM","financials"
0.213392092573391,16,"MCD","energy"
0.552350171563969,16,"NKE","consumer discretionary"
0.590588055268164,16,"SBUX","consumer staples"
0.356259446059408,16,"WMT","communication services"
0.487407444230848,16,"PEP","utilities"
0.330341941185882,16,"SYY","real estate"
0.50852901260507,16,"VZ","materials"
0.231784603027531,16,"NFLX","health care"
0.594165005412719,16,"DIS","industrials"
0.342317630837531,16,"PNW","information tech"
0.34374017418376,16,"XEL","financials"
0.418041756396214,16,"PEG","energy"
0.445593596432904,16,"PSA","consumer discretionary"
0.275701661603832,16,"PLD","consumer staples"
0.470418927583513,16,"REG","communication services"
0.637656482308497,16,"PPG","utilities"
0.4491610313599,16,"VMC","real estate"
0.477852178363408,16,"IP","materials"
0.443890759036648,17,"PSX","health care"
0.439249308401156,17,"PFE","industrials"
0.394702291492757,17,"JNJ","information tech"
0.166996161566203,17,"DE","financials"
0.574869058409549,17,"DAL","energy"
0.472351905572676,17,"EFX","consumer discretionary"
0.294940185011504,17,"ACN","consumer staples"
0.106180871200201,17,"NVDA","communication services"
0.301549718847011,17,"MSFT","utilities"
0.455943297851126,17,"NDAQ","real estate"
0.343688250453972,17,"MS","materials"
0.293873140712081,17,"PNC","health care"
0.607707356174827,17,"WMB","industrials"
0.469569630157847,17,"HAL","information tech"
0.618586093965736,17,"XOM","financials"
0.209644191230081,17,"MCD","energy"
0.548463527960118,17,"NKE","consumer discretionary"
0.590116410857754,17,"SBUX","consumer staples"
0.355399419862995,17,"WMT","communication services"
0.483407045871702,17,"PEP","utilities"
0.33001325419296,17,"SYY","real estate"
0.512301767622123,17,"VZ","materials"
0.231560315608536,17,"NFLX","health care"
0.596154665926266,17,"DIS","industrials"
0.348433215348818,17,"PNW","information tech"
0.341817928732514,17,"XEL","financials"
0.419893851866225,17,"PEG","energy"
0.448018950163131,17,"PSA","consumer discretionary"
0.276857247957224,17,"PLD","consumer staples"
0.476179876050604,17,"REG","communication services"
0.638082405555302,17,"PPG","utilities"
0.441206272262269,17,"VMC","real estate"
0.48055201711754,17,"IP","materials"
0.447359786039907,18,"PSX","health care"
0.438301260013668,18,"PFE","industrials"
0.394170401705989,18,"JNJ","information tech"
0.168834009531641,18,"DE","financials"
0.579807473151744,18,"DAL","energy"
0.465584654505738,18,"EFX","consumer discretionary"
0.296299827115688,18,"ACN","consumer staples"
0.107648590130865,18,"NVDA","communication services"
0.299055508315564,18,"MSFT","utilities"
0.443661126996649,18,"NDAQ","real estate"
0.345640574410482,18,"MS","materials"
0.291521580834018,18,"PNC","health care"
0.606123634615874,18,"WMB","industrials"
0.469937438349181,18,"HAL","information tech"
0.624580846442778,18,"XOM","financials"
0.212139253181737,18,"MCD","energy"
0.549886521783949,18,"NKE","consumer discretionary"
0.583925622368101,18,"SBUX","consumer staples"
0.355623757866506,18,"WMT","communication services"
0.486109145362907,18,"PEP","utilities"
0.326608728332346,18,"SYY","real estate"
0.504998731014992,18,"VZ","materials"
0.231586007364959,18,"NFLX","health care"
0.594953732385164,18,"DIS","industrials"
0.344902504155741,18,"PNW","information tech"
0.34037779956094,18,"XEL","financials"
0.416892288531557,18,"PEG","energy"
0.445135806502228,18,"PSA","consumer discretionary"
0.279113540441115,18,"PLD","consumer staples"
0.474274059811427,18,"REG","communication services"
0.638396185007798,18,"PPG","utilities"
0.441452132179076,18,"VMC","real estate"
0.478488377657933,18,"IP","materials"
0.448661873064465,19,"PSX","health care"
0.439391107250364,19,"PFE","industrials"
0.392019257733843,19,"JNJ","information tech"
0.168429900111205,19,"DE","financials"
0.58248804317298,19,"DAL","energy"
0.464521690306725,19,"EFX","consumer discretionary"
0.291105842888109,19,"ACN","consumer staples"
0.104780796699845,19,"NVDA","communication services"
0.304841155406927,19,"MSFT","utilities"
0.451901451943104,19,"NDAQ","real estate"
0.345562895923085,19,"MS","materials"
0.295065924296715,19,"PNC","health care"
0.604563313614274,19,"WMB","industrials"
0.466150285907027,19,"HAL","information tech"
0.618295250566327,19,"XOM","financials"
0.212684652465765,19,"MCD","energy"
0.556241779563138,19,"NKE","consumer discretionary"
0.586120958682204,19,"SBUX","consumer staples"
0.354808385799912,19,"WMT","communication services"
0.48518832859357,19,"PEP","utilities"
0.326729099150054,19,"SYY","real estate"
0.518793053993194,19,"VZ","materials"
0.229262343644603,19,"NFLX","health care"
0.596396229479574,19,"DIS","industrials"
0.347152039854821,19,"PNW","information tech"
0.338672769120018,19,"XEL","financials"
0.419744051311758,19,"PEG","energy"
0.453246277192932,19,"PSA","consumer discretionary"
0.280824287916788,19,"PLD","consumer staples"
0.474252501364903,19,"REG","communication services"
0.636500875290078,19,"PPG","utilities"
0.446337738274479,19,"VMC","real estate"
0.479898855108842,19,"IP","materials"
0.44627856030393,20,"PSX","health care"
0.440623260160267,20,"PFE","industrials"
0.39641958406826,20,"JNJ","information tech"
0.167053993899092,20,"DE","financials"
0.572233450416991,20,"DAL","energy"
0.469331719820402,20,"EFX","consumer discretionary"
0.295641261363109,20,"ACN","consumer staples"
0.108443399089982,20,"NVDA","communication services"
0.299960614105319,20,"MSFT","utilities"
0.452102189339841,20,"NDAQ","real estate"
0.344505284136335,20,"MS","materials"
0.295640114267684,20,"PNC","health care"
0.604273923711378,20,"WMB","industrials"
0.468173804460408,20,"HAL","information tech"
0.621280242789432,20,"XOM","financials"
0.209603187260657,20,"MCD","energy"
0.549624842741193,20,"NKE","consumer discretionary"
0.587509385097636,20,"SBUX","consumer staples"
0.353221347876843,20,"WMT","communication services"
0.486338572198649,20,"PEP","utilities"
0.330278279594661,20,"SYY","real estate"
0.506819281093293,20,"VZ","materials"
0.230275607138791,20,"NFLX","health care"
0.597697516583843,20,"DIS","industrials"
0.349552764687726,20,"PNW","information tech"
0.341848259891942,20,"XEL","financials"
0.418274490382692,20,"PEG","energy"
0.450988401710115,20,"PSA","consumer discretionary"
0.279130480046187,20,"PLD","consumer staples"
0.474992227142723,20,"REG","communication services"
0.640410754588015,20,"PPG","utilities"
0.446116312414219,20,"VMC","real estate"
0.479276282229077,20,"IP","materials"
0.44577687929382,21,"PSX","health care"
0.440871005513716,21,"PFE","industrials"
0.390536989367834,21,"JNJ","information tech"
0.168270188330769,21,"DE","financials"
0.583409391597176,21,"DAL","energy"
0.472435986810752,21,"EFX","consumer discretionary"
0.295329471563985,21,"ACN","consumer staples"
0.110239204924538,21,"NVDA","communication services"
0.301729825694259,21,"MSFT","utilities"
0.45556660913058,21,"NDAQ","real estate"
0.348001661709421,21,"MS","materials"
0.29288016569416,21,"PNC","health care"
0.607409629703581,21,"WMB","industrials"
0.469099267044717,21,"HAL","information tech"
0.617588651366346,21,"XOM","financials"
0.210643390129456,21,"MCD","energy"
0.550230309377274,21,"NKE","consumer discretionary"
0.588036503364718,21,"SBUX","consumer staples"
0.354027591120969,21,"WMT","communication services"
0.488361424948797,21,"PEP","utilities"
0.330002758269698,21,"SYY","real estate"
0.510786833636945,21,"VZ","materials"
0.231380630774066,21,"NFLX","health care"
0.592822527818444,21,"DIS","industrials"
0.350090478768499,21,"PNW","information tech"
0.345460728038223,21,"XEL","financials"
0.421509901105157,21,"PEG","energy"
0.449297729613668,21,"PSA","consumer discretionary"
